,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17
500,890.7008534,45.95865064,924.7932036000001,25.88487915,879.785573,30.23551139,949.2914983999999,39.46169901,858.1196167000002,45.73123739,1019.718659,159.5668956,800.5619533,172.3847344,1056.798362,316.4939002,750.1179142000001,331.63685960000004,1067.6972660000001,454.5850393,766.7466481,505.8288752,978.6345901000001,495.06399789999995,845.8627966,477.43637029999996,968.0826717,711.4956238,840.7898377999999,728.0390069,957.5706567,922.4203242000001,856.293959,919.6116822
501,907.1043745999999,109.9523011,927.1597527999999,88.2210805,891.4014348999999,92.70373036,962.6542095000001,100.12027490000001,871.3312338,96.78103317,1024.731061,200.0721622,814.9756434999999,205.6344646,1077.79823,356.3394545,753.0353899,373.90880539999995,1067.0149880000001,494.82455360000006,795.0676422,524.4166309999999,979.5258898,530.5194628,848.6530230000001,519.6092699,981.4761589999999,760.4034329,843.9874662000001,764.0121922999999,986.4518042999999,970.5140264,869.8512963,963.8023347000001
502,922.0231955,159.6816589,938.4000453,145.6572869,906.5051388,140.1696801,968.2925180999999,156.3965135,874.5144796,158.9350481,1000.686078,269.0024403,813.3110296,275.85682080000004,1036.495548,398.23074039999995,755.7425722,416.540479,1053.93761,533.718076,769.5284583,554.0670652000001,973.5066377999999,579.6935607999999,848.5192545,570.66494,970.2168238,778.2341646000001,838.6864102000001,780.3940044999999,980.9050231000001,972.117382,857.3332321,975.3174636
503,899.8645981000001,52.65979604,925.0119612,34.24836214,883.7675862,32.13640977,946.4345832999999,44.61650982,866.7324543999999,47.44858501,1008.8369789999999,156.52695649999998,801.2521576,161.32299819999997,1055.221112,318.4928472,764.3812282,330.1013742,1072.716697,454.5372538,746.2789227999999,481.2116274,965.1813583999999,492.40560210000007,840.0525733999999,477.4518915,942.8658283,720.4863659,861.9815656999999,719.3475923999999,927.6668747000001,934.7953789999999,889.0118194,929.5255430999999
504,865.2309344,117.04988590000002,895.4674272,113.79919029999999,865.4172442,108.8658196,932.0714037999999,129.02927979999998,841.1153416000001,112.42087279999998,997.2410981,223.73700330000003,789.1228167,221.0571978,1040.650393,386.1311311,762.1640775000001,411.135016,1054.288391,527.7216624,744.2368943,549.5834232000001,962.4078279999999,562.6917282000001,837.9377672,542.4079856000001,956.533692,783.2578221,830.0137804,790.1473426,959.4524735,984.0105382000002,845.1858825999999,986.1986377999999
505,903.9119877999999,182.4589435,917.2328287,166.9808351,883.67235,163.4885142,945.0059438,178.4222705,852.6557832999998,177.7609852,994.7040222,288.1606747,793.4241708,291.828336,1034.425498,422.06029589999997,775.2959635,455.3074794,1056.371584,557.9957587,748.5729921,574.7067438999999,955.7485002999998,591.1785093,841.2251301000001,582.0761797,953.9116244999999,790.7191705,845.862688,800.08706,963.8099064999999,985.6786842,849.6196408,990.3994549
506,882.3195745999999,91.32638894,910.6653484999999,84.17037608,869.3782999,75.36621984,947.1856407,97.09955475,852.2346069,83.91671444,996.7543332999999,186.44009540000002,794.2776809999999,189.7912363,1046.1169869999999,334.7208936,765.6276136,357.92974689999994,1056.9630240000001,483.54474730000004,767.3146882,502.4226041,957.2636,512.2825415,837.9268917,493.0606602,969.9742759,740.6011856,848.7553723,738.5417229,971.0134617999998,942.9223621,852.1663038999999,951.9763433
507,912.0413291000001,207.189559,934.2650643,193.7359293,892.7720078,187.8817785,961.4798163999999,205.8754068,862.1879762,204.2229744,1006.232752,313.54798250000005,808.3354252,316.3131067,1058.6868029999998,457.3745977,742.6269484000001,454.5305209,1075.441148,587.0729782999999,758.4652936000001,588.2017274,978.1450358999999,603.1082331,849.2260612,589.280272,990.7238081,787.1551508,857.0224409,800.1959686,999.8547185000001,972.8947217,888.1458587999999,981.5868024
508,873.002349,111.30314569999999,900.8818700999999,105.33640459999998,870.7503299000001,99.12845240000001,944.3067793,122.1804085,853.976615,107.8475038,1004.4716689999999,211.2948656,793.7126118,214.13007209999998,1053.020375,370.68174960000005,769.076398,385.55598039999995,1053.375749,504.3256078,779.7141275,501.2982261,967.2205905,537.7166651,842.9835383999999,527.5814166,973.8080848999999,761.8511987,849.5349492,755.2042759999999,970.1276641000001,951.027116,852.7363141000001,961.9537495999999
509,876.5683707999999,54.05743402,892.6823681,34.56214578,860.1221403999999,37.67338022,931.6044617,50.55078796,844.2948661,53.15835010000001,1003.577299,158.1049748,784.5325657000001,166.3048349,1047.491786,313.4162481,766.8236022000001,344.8098589,1065.819122,454.377895,762.0964922999999,483.3783636,956.0628497000001,490.1258357,838.4176664,481.8490802,961.0875368999999,719.6960414,853.6951277000001,718.2496719999999,958.9603417000002,930.4463142000001,883.1560567,931.0134353
510,874.1683995999999,127.37180120000001,896.8860812999999,113.58423729999998,865.9847001,112.60329779999999,937.9931664,128.3527728,830.3089347,118.92429809999999,995.98596,226.9822236,783.8508363,228.1764346,1054.059983,388.3405533,761.4314952999999,414.40456960000006,1062.755081,526.1558898,742.6567493,547.6392607999999,963.3896527,562.0662805,837.5544181,542.6445698,965.9628216,783.694583,830.55266,788.0234642999999,972.0731302999999,974.6202841,865.4174009,976.1186995999999
511,875.5208686000001,135.1961615,892.6399581000001,123.3984304,867.5897656,123.2852363,935.6965376,122.0039255,843.8606069,130.74171850000002,1002.0254480000001,230.8808276,799.8389931,232.47943450000002,1041.755676,382.0361376,767.0411022999999,406.8507056,1054.427937,508.34878770000006,750.1398263,522.0681162999999,955.212132,546.2908252999999,839.2499251,525.9899727,952.2762577999999,764.4209441,831.6011294,766.2955727000001,959.9074238,962.69911,857.699826,964.3142
512,877.8227572000001,53.87049144,911.1993039999999,41.51746757,866.2947201,39.07297929,941.1605491,57.12060505,852.7566142000001,54.60671993,1011.7124259999999,167.5731502,791.691986,173.4326596,1045.1608039999999,340.7693481,776.8212177999999,353.0054637,1059.030655,499.3035129,754.4491494,497.8493562,955.0029317999999,494.60457060000005,834.360781,491.23258,953.2726795,722.5261501,844.0723368999999,723.6048016,941.3152607000001,952.2680581000001,857.3768693,948.4626277000001
513,888.8721107000001,140.8497281,908.4978037000001,134.4895846,881.3109592000001,124.45658759999999,944.6732592,129.7970011,863.0997470000001,129.72530849999998,1006.2966150000001,230.6972839,812.3431301,230.1559009,1047.006751,385.4218432,769.3633177999999,414.0462001,1055.149412,514.8558876,744.6982506,560.4634219,968.0072351,560.351227,838.8453122999999,538.153197,977.3107037000001,765.8526267000001,829.8331097999999,771.566908,977.8569298,954.2999659,866.1542241000001,960.9570467
514,902.3438355000001,157.21234630000004,919.1662336,143.74229580000002,884.9133027999999,138.2791446,952.8885372000001,151.57004030000002,864.0420757999999,154.97549750000002,1007.2814369999999,265.1233456,813.0670451000001,271.21565289999995,1030.816069,387.6415695,753.2442727000001,407.1080026,1047.126724,503.34600070000005,763.1299517000001,553.4070038,971.2436536,574.5738606000001,853.9778761,561.3656758999999,963.2878092,775.3264406000001,839.2996465,776.3599756,960.8387927000001,959.1380363,871.1541450999999,955.0173973999999
515,892.7001833999999,90.72339485,919.7335008,75.30569707,884.747261,65.34964491,954.8679802999999,83.37779479,861.3107175000001,74.3619291,1006.601001,175.275192,801.6629408,183.16215659999997,1052.420898,311.1358744,730.8716557,325.40601200000003,1067.709522,454.67513859999997,781.6748166,475.92070939999996,955.9401838,491.7266086,838.0379573,467.9496225,955.4596362999999,700.6531118,848.3292852,708.2844348,959.0828471000001,907.0069565,861.1072425000001,916.3213642000001
516,874.3817388,153.506956,894.7167339,136.9176878,865.5580751,136.5946278,933.727192,139.2770267,842.1647925000001,142.5768188,1000.5340259999999,262.570289,802.1371732999999,271.367821,1034.916623,399.6962789,745.8233571000001,419.7973532,1057.603829,531.4324220999999,752.7689074,558.6361433,970.530595,577.7976426,845.9737303999999,558.6122701,969.4183744,783.455601,844.5395079,789.262806,969.6472108999999,964.8892366,881.7141188999999,968.0478736
517,890.0391587000001,196.75992319999997,906.7856464,181.2513696,876.7573506000001,179.3645615,937.0101893,192.5248852,850.6918961000001,191.0022403,984.235806,290.799257,802.4178555,301.91632250000004,1023.3334169999999,408.45727789999995,758.0699496,443.83610710000005,1060.522647,545.1597661000001,764.5763495,575.3929405,964.3008758,589.9345071,850.1909752999999,589.5175753,959.5194682,790.170384,850.080152,792.3495448,957.6247899,965.4146460000001,865.2293527,965.4134241
518,878.5716194,81.17384439,895.1503733,63.38290292,863.8081728,62.8419741,932.1360981,81.1155481,845.2213485999999,75.60279817,999.0669803,172.96707519999998,790.6883364,180.5666796,1052.2862910000001,326.9886899,744.0828078,338.0219361,1070.585936,455.1874563,736.3727637999999,471.4210528,977.7297374,491.74360099999996,846.5954767999999,475.84934100000004,971.5600129000001,708.4565503,860.9179011,719.4360565000001,958.5659391,913.9589794999999,866.4642458999999,919.3400323999999
519,887.3279331,92.06494877,907.0456419,81.25751718,873.2713287999999,72.93933586,942.4114756000001,90.66536395,851.4589317,81.05201513,1004.945303,179.512944,794.3425445,188.38379469999998,1064.988893,327.3080646,740.7838813999999,355.1193487,1065.8622460000001,472.20471569999995,734.1806849999999,494.66255870000003,980.0062638,512.2925428,848.2958177000002,499.29232699999994,978.507216,737.4689421,853.508752,741.0068426,976.4162175000001,927.1209907,863.3376131000001,939.7995126000001
